Name,Card Type,Rating,Current Index,Current Price,General Position,Position,Nation,Club,League
Nesta,Icon,92,21.1,252500.0,Defender,CB,Italy,Icons,ICO
Lewandowski,UCLTOTT,92,35.94,71875.0,Forward,ST,Poland,Bayern München,GER 1
Cannavaro,Icon,92,23.7,380154.0,Defender,CB,Italy,Icons,ICO
Stoichkov,Icon,92,7.64,211833.0,Forward,ST,Bulgaria,Icons,ICO
van Nistelrooy,Icon,92,10.44,136000.0,Forward,ST,Netherlands,Icons,ICO
Giggs,Icon,92,10.57,157300.0,Midfielder,LM,Wales,Icons,ICO
Lineker,Icon,92,8.76,116667.0,Forward,ST,England,Icons,ICO
Del Piero,Icon,92,8.23,254923.0,Forward,CF,Italy,Icons,ICO
Raul,Icon,92,9.39,187722.0,Forward,CF,Spain,Icons,ICO
Immobile,Inform,92,321.4,119318.0,Forward,ST,Italy,Lazio,ITA 1
Crespo,IconMoment,92,6.98,296467.0,Forward,ST,Argentina,Icons,ICO
Figo,Icon,92,11.7,280000.0,Forward,RW,Portugal,Icons,ICO
Ferdinand,IconMoment,92,19.35,1054667.0,Defender,CB,England,Icons,ICO
Hamdallah,TOTSSF,92,56.41,67850.0,Forward,ST,Morocco,Al Nassr,SAU 1
van der Sar,IconMoment,92,45.59,1018500.0,Goalkeeper,GK,Netherlands,Icons,ICO
Ricaurte,TOTSSF,92,211.24,92680.0,Midfielder,CAM,Colombia,Independiente Medellín,COL 1
Júnior Moraes,TOTSSF,92,300.22,152364.0,Forward,ST,Ukraine,Shakhtar Donetsk,UKR 1
Felipe Anderson,TOTSSF,92,18.99,186250.0,Midfielder,LM,Brazil,West Ham United,ENG 1
Giovinco,TOTSSF,92,16.72,84921.0,Forward,CF,Italy,Al Hilal,SAU 1
Edouard,TOTSSF,92,37.3,86455.0,Forward,ST,France,Celtic,SCO 1
Cesinha,TOTSSF,92,36.81,93917.0,Midfielder,CAM,Brazil,Daegu FC,KOR 1
Ginter,TOTSSF,92,91.7,74643.0,Defender,CB,Germany,Borussia M.gladbach,GER 1
Trezeguet,IconMoment,92,8.84,170160.0,Forward,ST,France,Icons,ICO
Hernandez,IconMoment,92,8.61,283375.0,Forward,ST,Mexico,Icons,ICO
Zaha,TOTSSF,92,12.02,145600.0,Forward,CF,Ivory Coast,Crystal Palace,ENG 1
Ødegaard,TOTSSF,92,17.63,88850.0,Midfielder,CM,Norway,Real Sociedad,ESP 1
Kruse,TOTSSF,92,31.33,74237.0,Midfielder,CAM,Germany,Fenerbahçe,TUR 1
Sosa,TOTSSF,92,106.49,86788.0,Midfielder,CM,Argentina,Trabzonspor,TUR 1
Davies,TOTSSF,92,45.98,249667.0,Defender,LB,Canada,Bayern München,GER 1
Johnathan,TOTSSF,91,22.31,77875.0,Forward,ST,Brazil,Tianjin Teda,CHN 1
Alex Teixeira,TOTSSF,91,23.56,81000.0,Forward,ST,Brazil,Jiangsu Suning,CHN 1
Rúben Dias,TOTSSF,91,158.79,87833.0,Defender,CB,Portugal,SL Benfica,POR 1
Hrádecký,TOTSSF,91,137.54,68600.0,Goalkeeper,GK,Finland,Bayer 04 Leverkusen,GER 1
Hakimi,TOTSSF,91,28.86,83250.0,Defender,RB,Morocco,Borussia Dortmund,GER 1
Sørloth,TOTSSF,91,110.78,85875.0,Forward,ST,Norway,Trabzonspor,TUR 1
Maradona,Icon,91,58.06,977273.0,Midfielder,CAM,Argentina,Icons,ICO
Neuer,ChampionsLeagueMOTM,91,102.53,117500.0,Goalkeeper,GK,Germany,Bayern München,GER 1
van der Sar,Icon,91,26.03,326875.0,Goalkeeper,GK,Netherlands,Icons,ICO
Fernando Hierro,Icon,91,17.13,209462.0,Defender,CB,Spain,Icons,ICO
Yashin,Icon,91,53.62,226545.0,Goalkeeper,GK,Russia,Icons,ICO
Kaka,Icon,91,19.19,477917.0,Midfielder,CAM,Brazil,Icons,ICO
Zidane,Icon,91,42.29,1013611.0,Midfielder,CM,France,Icons,ICO
Koeman,Icon,91,15.66,248400.0,Defender,CB,Netherlands,Icons,ICO
Rush,Icon,91,4.61,109176.0,Forward,ST,Wales,Icons,ICO
Drogba,Icon,91,11.72,293000.0,Forward,ST,Ivory Coast,Icons,ICO
Rossi,TOTSSF,91,178.42,91438.0,Forward,LW,Uruguay,Los Angeles FC,USA 1
Pele,Icon,91,48.65,1245667.0,Forward,CF,Brazil,Icons,ICO
van Basten,Icon,91,27.23,161000.0,Forward,ST,Netherlands,Icons,ICO
Guilherme,TOTSSF,91,35.39,80000.0,Midfielder,RM,Brazil,Trabzonspor,TUR 1
Guardiola,IconMoment,91,12.47,197778.0,Midfielder,CDM,Spain,Icons,ICO
Diego Carlos,TOTSSF,91,19.61,209167.0,Defender,CB,Brazil,Sevilla FC,ESP 1
Rodrygo,FutureStars,91,7.11,101000.0,Midfielder,RM,Brazil,Real Madrid,ESP 1
Klose,Icon,91,7.26,103500.0,Forward,ST,Germany,Icons,ICO
Vieri,IconMoment,91,10.61,140320.0,Forward,ST,Italy,Icons,ICO
Mertens,Headliner,91,11.96,85500.0,Forward,CF,Belgium,Napoli,ITA 1
Agüero,RecordBreaker,91,18.14,127000.0,Forward,ST,Argentina,Manchester City,ENG 1
Thiago Silva,Headliner,91,37.46,51500.0,Defender,CB,Brazil,Paris Saint-Germain,FRA 1
Valverde,FutureStars,91,6.26,87000.0,Midfielder,CM,Uruguay,Real Madrid,ESP 1
Reus,Headliner,91,7.51,131667.0,Midfielder,CAM,Germany,Borussia Dortmund,GER 1
Tonali,FutureStars,91,7.03,92000.0,Midfielder,CDM,Italy,Brescia,ITA 1
Sergio Ramos,Inform,91,32.0,115667.0,Defender,CB,Spain,Real Madrid,ESP 1
Rui Costa,IconMoment,91,9.96,201412.0,Midfielder,CAM,Portugal,Icons,ICO
Deco,IconMoment,91,12.16,165938.0,Midfielder,CM,Portugal,Icons,ICO
Marcelo,Shapeshifter,91,8.09,128667.0,Midfielder,CAM,Brazil,Real Madrid,ESP 1
David Luiz,Shapeshifter,91,7.97,109333.0,Midfielder,CDM,Brazil,Arsenal,ENG 1
Ribery,Shapeshifter,91,4.64,97500.0,Forward,ST,France,Fiorentina,ITA 1
Riquelme,Icon,91,6.98,303167.0,Midfielder,CAM,Argentina,Icons,ICO
López,LibertadoresSpecial,91,15.03,59250.0,Forward,ST,Argentina,Racing Club de Avellaneda,ARG 1
Salvio,LibertadoresSpecial,91,21.75,79500.0,Midfielder,RM,Argentina,Buenos Aires,ARG 1
Valencia,LibertadoresSpecial,91,53.78,92500.0,Defender,RB,Ecuador,LDU Quito,CON1
Baggio,Icon,91,21.08,165857.0,Midfielder,CAM,Italy,Icons,ICO
Matheus Pereira,TOTSSF,91,37.61,86500.0,Midfielder,CAM,Brazil,West Bromwich Albion,ENG 2
Ronaldinho,Icon,91,59.99,1502857.0,Midfielder,CAM,Brazil,Icons,ICO
Cruyff,Icon,91,71.48,1700000.0,Forward,CF,Netherlands,Icons,ICO
Kovačić,TOTSSF,91,30.68,73250.0,Midfielder,CM,Croatia,Chelsea,ENG 1
Griezmann,TOTWMoments,91,33.75,100900.0,Forward,ST,France,FC Barcelona,ESP 1
Fernandinho,TOTSSF,91,25.94,77833.0,Midfielder,CDM,Brazil,Manchester City,ENG 1
Bale,FUTBirthday,91,8.69,183000.0,Forward,RW,Wales,Real Madrid,ESP 1
Immobile,TOTWMoments,91,48.18,86200.0,Forward,ST,Italy,Lazio,ITA 1
Son,TOTWMoments,91,11.65,165000.0,Midfielder,CAM,Korea Republic,Tottenham Hotspur,ENG 1
Di María,FUTBirthday,91,5.61,70000.0,Forward,RW,Argentina,Paris Saint-Germain,FRA 1
Koulibaly,TOTWMoments,91,45.88,59300.0,Defender,CB,Senegal,Napoli,ITA 1
Mané,Inform,91,22.43,285864.0,Forward,LW,Senegal,Liverpool,ENG 1
Aubameyang,Inform,91,91.75,189901.0,Forward,LW,Gabon,Arsenal,ENG 1
Dybala,Inform,91,138.92,123125.0,Forward,ST,Argentina,Piemonte Calcio,ITA 1
Benzema,Inform,91,168.93,87492.0,Forward,CF,France,Real Madrid,ESP 1
Laba,TOTSSF,91,303.8,160000.0,Forward,ST,Togo,Al Ain FC,UAE 1
Lodeiro,TOTSSF,91,238.27,96500.0,Midfielder,CAM,Uruguay,Seattle Sounders,USA 1
Aued,TOTSSF,91,253.33,76000.0,Midfielder,CM,Argentina,Universidad Católica,CHL 1
ter Stegen,TOTYNominee,91,55.73,57400.0,Goalkeeper,GK,Germany,FC Barcelona,ESP 1
Eusebio,Icon,91,63.7,1908231.0,Forward,CF,Portugal,Icons,ICO
Kluivert,Icon,91,8.04,109643.0,Forward,ST,Netherlands,Icons,ICO
Owen,Icon,91,13.36,134824.0,Forward,ST,England,Icons,ICO
Shearer,Icon,91,9.67,108300.0,Forward,ST,England,Icons,ICO
Trezeguet,Icon,91,10.82,123815.0,Forward,ST,France,Icons,ICO
Partey,ChampionsLeagueLive,91,51.31,63625.0,Midfielder,CM,Ghana,Atlético de Madrid,ESP 1
van Dijk,TOTYNominee,91,44.61,389500.0,Defender,CB,Netherlands,Liverpool,ENG 1
Salah,TOTYNominee,91,32.87,154500.0,Forward,RW,Egypt,Liverpool,ENG 1
Modrić,TOTYNominee,91,81.99,83429.0,Midfielder,CM,Croatia,Real Madrid,ESP 1
van Dijk,Inform,91,18.57,281222.0,Defender,CB,Netherlands,Liverpool,ENG 1
Litmanen,IconMoment,91,10.36,135000.0,Midfielder,CAM,Finland,Icons,ICO
Mbappe,UCLTOTT,91,27.57,689333.0,Forward,ST,France,Paris Saint-Germain,FRA 1
Keane,IconMoment,91,10.81,263895.0,Midfielder,CM,Republic of Ireland,Icons,ICO
Veron,IconMoment,91,6.82,224923.0,Midfielder,CM,Argentina,Icons,ICO
Inzaghi,IconMoment,91,14.76,169634.0,Forward,ST,Italy,Icons,ICO
Campbell,IconMoment,91,23.12,587000.0,Defender,CB,England,Icons,ICO
Lehmann,IconMoment,91,24.93,264381.0,Goalkeeper,GK,Germany,Icons,ICO
Makelele,IconMoment,91,15.26,378188.0,Midfielder,CDM,France,Icons,ICO
Okocha,IconMoment,91,10.66,216333.0,Midfielder,CAM,Nigeria,Icons,ICO
Zambrotta,IconMoment,91,14.56,516500.0,Defender,RB,Italy,Icons,ICO
Rijkaard,IconMoment,91,9.85,296750.0,Midfielder,CDM,Netherlands,Icons,ICO
Barnes,IconMoment,91,8.3,213600.0,Forward,LW,England,Icons,ICO
Eriksen,WinterRefresh,91,15.43,56000.0,Midfielder,CAM,Denmark,Inter,ITA 1
De Bruyne,ChampionsLeagueRare,91,15.97,64500.0,Midfielder,CAM,Belgium,Manchester City,ENG 1
Sócrates,Icon,91,10.03,246143.0,Midfielder,CAM,Brazil,Icons,ICO
Dembélé,ChampionsLeagueLive,91,24.1,183667.0,Forward,RW,France,FC Barcelona,ESP 1
Desailly,Icon,91,19.33,347500.0,Defender,CB,France,Icons,ICO
Shevchenko,Icon,91,8.14,137833.0,Forward,ST,Ukraine,Icons,ICO
Blanc,Icon,91,18.14,333083.0,Defender,CB,France,Icons,ICO
Roberto Carlos,Icon,91,34.52,681667.0,Defender,LB,Brazil,Icons,ICO
Baresi,Icon,91,43.2,173625.0,Defender,CB,Italy,Icons,ICO
Pires,Icon,91,10.54,128167.0,Midfielder,LM,France,Icons,ICO
Laudrup,Icon,91,9.52,108471.0,Midfielder,CAM,Denmark,Icons,ICO
Scholes,Icon,91,10.42,123500.0,Midfielder,CM,England,Icons,ICO
Nedved,Icon,91,11.17,180375.0,Midfielder,LM,Czech Republic,Icons,ICO
Seedorf,Icon,91,11.22,186857.0,Midfielder,CAM,Netherlands,Icons,ICO
Hagi,Icon,91,8.47,141143.0,Midfielder,CAM,Romania,Icons,ICO
Gerrard,Icon,91,10.59,232100.0,Midfielder,CM,England,Icons,ICO
Vieira,Icon,91,23.36,1532333.0,Midfielder,CM,France,Icons,ICO
Matthaus,Icon,91,27.05,415125.0,Midfielder,CDM,Germany,Icons,ICO
Kane,Inform,91,51.15,83522.0,Forward,ST,England,Tottenham Hotspur,ENG 1
Hazard,Non-Inform,91,9.38,46417.0,Forward,LW,Belgium,Real Madrid,ESP 1
Hazard,ChampionsLeagueRare,91,12.2,59167.0,Forward,LW,Belgium,Real Madrid,ESP 1
Oblak,ChampionsLeagueRare,91,97.31,47438.0,Goalkeeper,GK,Slovenia,Atlético de Madrid,ESP 1
Griezmann,OnesToWatch,91,12.34,71143.0,Forward,CF,France,FC Barcelona,ESP 1
De Bruyne,Non-Inform,91,11.81,49611.0,Midfielder,CAM,Belgium,Manchester City,ENG 1
Agüero,ScreamTeam,91,7.01,97500.0,Forward,ST,Argentina,Manchester City,ENG 1
Modrić,Inform,91,32.98,64150.0,Midfielder,CM,Croatia,Real Madrid,ESP 1
ter Stegen,UCLTOTT,91,30.44,48917.0,Goalkeeper,GK,Germany,FC Barcelona,ESP 1
Salah,UCLTOTT,91,14.93,110917.0,Forward,RW,Egypt,Liverpool,ENG 1
Ballack,Icon,91,6.5,202000.0,Midfielder,CM,Germany,Icons,ICO
Oblak,Non-Inform,91,67.1,26000.0,Goalkeeper,GK,Slovenia,Atlético de Madrid,ESP 1
Lewandowski,Inform,91,26.54,85371.0,Forward,ST,Poland,Bayern München,GER 1
Larsson,Icon,90,11.4,114000.0,Forward,ST,Sweden,Icons,ICO
Carlos Alberto,Icon,90,47.71,357833.0,Defender,RB,Brazil,Icons,ICO
Henry,Icon,90,28.61,360750.0,Forward,LW,France,Icons,ICO
Dalglish,Icon,90,22.01,376842.0,Forward,CF,Scotland,Icons,ICO
Essien,Icon,90,19.4,337111.0,Midfielder,CDM,Ghana,Icons,ICO
Guardiola,Icon,90,10.94,124000.0,Midfielder,CDM,Spain,Icons,ICO
Garrincha,Icon,90,32.69,332917.0,Forward,RW,Brazil,Icons,ICO
Greenwood,FutureStars,90,7.22,83000.0,Forward,ST,England,Manchester United,ENG 1
Pirlo,Icon,90,18.95,160000.0,Midfielder,CM,Italy,Icons,ICO
Gabriel Martinelli,FutureStars,90,8.66,70000.0,Midfielder,LM,Brazil,Arsenal,ENG 1
Puyol,Icon,90,41.97,272727.0,Defender,CB,Spain,Icons,ICO
Veron,Icon,90,12.0,147133.0,Midfielder,CM,Argentina,Icons,ICO
Nesta,Icon,90,41.6,194333.0,Defender,CB,Italy,Icons,ICO
Rijkaard,Icon,90,9.67,140714.0,Midfielder,CDM,Netherlands,Icons,ICO
Zola,Icon,90,10.46,123533.0,Forward,CF,Italy,Icons,ICO
Inzaghi,Icon,90,14.53,96980.0,Forward,ST,Italy,Icons,ICO
van Dijk,ChampionsLeagueRare,90,13.97,96000.0,Defender,CB,Netherlands,Liverpool,ENG 1
Hernandez,Icon,90,5.92,103750.0,Forward,ST,Mexico,Icons,ICO
Emilio Butragueno,Icon,90,21.92,315867.0,Forward,ST,Spain,Icons,ICO
Kroos,ScreamTeam,90,15.83,62800.0,Midfielder,CM,Germany,Real Madrid,ESP 1
ter Stegen,ChampionsLeagueRare,90,65.55,32938.0,Goalkeeper,GK,Germany,FC Barcelona,ESP 1
Salah,ChampionsLeagueRare,90,14.54,55625.0,Forward,RW,Egypt,Liverpool,ENG 1
Modrić,ChampionsLeagueRare,90,39.21,39600.0,Midfielder,CM,Croatia,Real Madrid,ESP 1
Kane,Inform,90,38.69,80000.0,Forward,ST,England,Tottenham Hotspur,ENG 1
Lukaku,OnesToWatch,90,95.37,61036.0,Forward,ST,Belgium,Inter,ITA 1
Vieri,Icon,90,13.01,90700.0,Forward,ST,Italy,Icons,ICO
Lewandowski,Inform,90,26.66,78600.0,Forward,ST,Poland,Bayern München,GER 1
van Nistelrooy,Icon,90,20.91,105200.0,Forward,ST,Netherlands,Icons,ICO
Stoichkov,Icon,90,18.12,181429.0,Forward,LW,Bulgaria,Icons,ICO
Del Piero,Icon,90,17.59,207111.0,Forward,CF,Italy,Icons,ICO
Figo,Icon,90,27.21,230000.0,Forward,RW,Portugal,Icons,ICO
Crespo,Icon,90,8.04,128500.0,Forward,ST,Argentina,Icons,ICO
Ibrahimović,WinterRefresh,90,10.92,149000.0,Forward,ST,Sweden,Milan,ITA 1
Agüero,TOTYNominee,90,36.72,71000.0,Forward,ST,Argentina,Manchester City,ENG 1
Wright,IconMoment,90,8.19,161800.0,Forward,ST,England,Icons,ICO
Gattuso,IconMoment,90,11.01,198417.0,Midfielder,CDM,Italy,Icons,ICO
Okocha,Icon,90,36.07,133579.0,Midfielder,CAM,Nigeria,Icons,ICO
ter Stegen,Non-Inform,90,52.28,21000.0,Goalkeeper,GK,Germany,FC Barcelona,ESP 1
Gullit,Icon,90,70.58,3331188.0,Midfielder,CM,Netherlands,Icons,ICO
Salah,Non-Inform,90,11.81,43656.0,Forward,RW,Egypt,Liverpool,ENG 1
Lehmann,Icon,90,50.45,121900.0,Goalkeeper,GK,Germany,Icons,ICO
van Dijk,Non-Inform,90,15.8,85750.0,Defender,CB,Netherlands,Liverpool,ENG 1
Modrić,Non-Inform,90,37.87,37110.0,Midfielder,CM,Croatia,Real Madrid,ESP 1
Petit,Icon,90,13.88,206556.0,Midfielder,CDM,France,Icons,ICO
Ferdinand,Icon,90,22.58,431875.0,Defender,CB,England,Icons,ICO
Litmanen,Icon,90,13.83,103125.0,Midfielder,CAM,Finland,Icons,ICO
Makelele,Icon,90,7.5,157333.0,Midfielder,CDM,France,Icons,ICO
Lampard,Icon,90,9.22,166429.0,Midfielder,CM,England,Icons,ICO
Overmars,Icon,90,21.83,163750.0,Midfielder,LM,Netherlands,Icons,ICO
Keane,Icon,90,10.41,119231.0,Midfielder,CM,Republic of Ireland,Icons,ICO
Schmeichel,Icon,90,53.33,142923.0,Goalkeeper,GK,Denmark,Icons,ICO
Rui Costa,Icon,90,10.16,100200.0,Midfielder,CAM,Portugal,Icons,ICO
Deco,Icon,90,17.12,105167.0,Midfielder,CM,Portugal,Icons,ICO
Ronaldo,Icon,90,61.0,1315000.0,Forward,ST,Brazil,Icons,ICO
Best,Icon,90,27.35,286500.0,Forward,RW,Northern Ireland,Icons,ICO
Rivaldo,Icon,90,24.54,208929.0,Forward,CF,Brazil,Icons,ICO
Koulibaly,UCLTOTT,90,37.63,55000.0,Defender,CB,Senegal,Napoli,ITA 1
Immobile,Inform,90,31.8,47000.0,Forward,ST,Italy,Lazio,ITA 1
Nakata,IconMoment,90,9.9,146522.0,Midfielder,CAM,Japan,Icons,ICO
Lloris,ChampionsLeagueLive,90,35.88,55333.0,Goalkeeper,GK,France,Tottenham Hotspur,ENG 1
Bale,ChampionsLeagueLive,90,38.06,500143.0,Forward,RW,Wales,Real Madrid,ESP 1
Neuer,Inform,90,75.56,56667.0,Goalkeeper,GK,Germany,Bayern München,GER 1
Mané,ChampionsLeagueLive,90,9.26,161500.0,Forward,LW,Senegal,Liverpool,ENG 1
Sergio Ramos,UCLTOTT,90,24.27,100100.0,Defender,CB,Spain,Real Madrid,ESP 1
Kanté,TOTYNominee,90,27.99,145500.0,Midfielder,CDM,France,Chelsea,ENG 1
Mané,Inform,90,15.49,118750.0,Midfielder,LM,Senegal,Liverpool,ENG 1
Alisson,TOTYNominee,90,67.51,68357.0,Goalkeeper,GK,Brazil,Liverpool,ENG 1
Koulibaly,TOTYNominee,90,92.92,55750.0,Defender,CB,Senegal,Napoli,ITA 1
Werner,Headliner,90,12.29,75700.0,Forward,ST,Germany,RB Leipzig,GER 1
Sergio Ramos,TOTYNominee,90,48.23,95250.0,Defender,CB,Spain,Real Madrid,ESP 1
Mbappe,TOTYNominee,90,29.49,449000.0,Forward,ST,France,Paris Saint-Germain,FRA 1
Kane,TOTYNominee,90,136.36,60000.0,Forward,ST,England,Tottenham Hotspur,ENG 1
Mbappe,Inform,90,7.01,134500.0,Forward,LW,France,Paris Saint-Germain,FRA 1
Griezmann,Inform,90,16.85,91245.0,Forward,LW,France,FC Barcelona,ESP 1
Slimani,TOTSSF,90,186.65,64500.0,Forward,ST,Algeria,AS Monaco,FRA 1
Brandt,TOTSSF,90,28.59,62900.0,Midfielder,CAM,Germany,Borussia Dortmund,GER 1
Benzema,TOTWMoments,90,68.91,71667.0,Forward,ST,France,Real Madrid,ESP 1
Aubameyang,TOTWMoments,90,48.05,164000.0,Forward,ST,Gabon,Arsenal,ENG 1
Rangel,TOTSSF,90,700.0,140000.0,Forward,ST,Colombia,América de Cali,COL 1
Marcano,TOTSSF,90,139.17,82500.0,Defender,CB,Spain,FC Porto,POR 1
Murillo,TOTSSF,90,594.16,118833.0,Defender,CB,Colombia,Pachuca,MEX 1
Atuesta,TOTSSF,90,295.83,82833.0,Midfielder,CDM,Colombia,Los Angeles FC,USA 1
Allan,ChampionsLeagueLive,90,20.97,68750.0,Midfielder,CM,Brazil,Napoli,ITA 1
Sterling,MOTM,90,175.78,93750.0,Forward,LW,England,Manchester City,ENG 1
Haaland,Inform,90,143.89,92474.0,Forward,ST,Norway,Borussia Dortmund,GER 1
Trauner,TOTSSF,90,401.93,139000.0,Defender,CB,Austria,LASK,AUT 1
El Arabi,TOTSSF,90,358.37,113333.0,Forward,ST,Morocco,Olympiacos CFP,GRE 1
Richarlison,Shapeshifter,90,8.7,160714.0,Midfielder,CAM,Brazil,Everton,ENG 1
Mariano,TOTSSF,90,65.33,77250.0,Defender,RB,Brazil,Galatasaray,TUR 1
Dumfries,TOTSSF,90,57.05,84000.0,Defender,RB,Netherlands,PSV,NED 1
Luis Alberto,Headliner,90,106.84,52350.0,Midfielder,CAM,Spain,Lazio,ITA 1
Dybala,Inform,90,45.77,82984.0,Forward,LW,Argentina,Piemonte Calcio,ITA 1
Vinícius,TOTSSF,90,116.77,69000.0,Forward,ST,Brazil,SL Benfica,POR 1
Ben Yedder,Shapeshifter,90,19.46,299667.0,Forward,RW,France,AS Monaco,FRA 1
Armani,LibertadoresSpecial,90,180.0,72000.0,Goalkeeper,GK,Argentina,Nunez,ARG 1
Saúl,Headliner,90,69.05,45000.0,Midfielder,CM,Spain,Atlético de Madrid,ESP 1
Son,Inform,90,13.51,150281.0,Forward,ST,Korea Republic,Tottenham Hotspur,ENG 1
Rojas,LibertadoresSpecial,90,39.06,78000.0,Midfielder,CM,Paraguay,Racing Club de Avellaneda,ARG 1
Agüero,Inform,90,15.42,66993.0,Forward,ST,Argentina,Manchester City,ENG 1
Kanté,Inform,90,35.7,194733.0,Midfielder,CDM,France,Chelsea,ENG 1
Lewandowski,TOTYNominee,90,115.58,72625.0,Forward,ST,Poland,Bayern München,GER 1
Suárez,Inform,90,29.12,55673.0,Forward,ST,Uruguay,FC Barcelona,ESP 1
Jiménez,EuropaLeagueLive,90,261.26,67833.0,Forward,ST,Mexico,Wolverhampton Wanderers,ENG 1
Iličić,TOTWMoments,90,111.09,74708.0,Forward,ST,Slovenia,Atalanta,ITA 1
Mertens,Shapeshifter,90,13.9,52667.0,Forward,LW,Belgium,Napoli,ITA 1
Lukaku,EuropaLeagueMOTM,90,171.49,94667.0,Forward,ST,Belgium,Inter,ITA 1
Anselmo,TOTSSF,90,50.98,71083.0,Midfielder,CDM,Brazil,Al Wehda,SAU 1
Wan-Bissaka,TOTSSF,90,40.69,170000.0,Defender,RB,England,Manchester United,ENG 1
Havertz,FUTBirthday,90,9.7,60167.0,Midfielder,CAM,Germany,Bayer 04 Leverkusen,GER 1
Navas,MOTM,90,106.1,74800.0,Goalkeeper,GK,Costa Rica,Paris Saint-Germain,FRA 1
Rashford,FUTBirthday,90,8.54,157500.0,Forward,ST,England,Manchester United,ENG 1
Lacazette,FUTBirthday,90,7.7,98900.0,Forward,ST,France,Arsenal,ENG 1
Bergkamp,Icon,90,17.47,153737.0,Midfielder,CAM,Netherlands,Icons,ICO
Drogba,Icon,89,11.73,175000.0,Forward,ST,Ivory Coast,Icons,ICO
Sanchez,Icon,89,17.63,128250.0,Forward,ST,Mexico,Icons,ICO
Scholes,Icon,89,30.38,142768.0,Midfielder,CM,England,Icons,ICO
Laudrup,Icon,89,32.04,97245.0,Forward,LW,Denmark,Icons,ICO
Hagi,Icon,89,16.4,116625.0,Midfielder,CAM,Romania,Icons,ICO
Nedved,Icon,89,13.78,122429.0,Midfielder,LM,Czech Republic,Icons,ICO
Gerrard,Icon,89,17.08,151000.0,Midfielder,CM,England,Icons,ICO
Eusebio,Icon,89,68.24,2444294.0,Forward,CF,Portugal,Icons,ICO
Thiago Silva,MOTM,89,180.72,75000.0,Defender,CB,Brazil,Paris Saint-Germain,FRA 1
Lukaku,Inform,89,423.22,103690.0,Forward,ST,Belgium,Inter,ITA 1
Mbappe,ChampionsLeagueRare,89,7.65,82500.0,Forward,ST,France,Paris Saint-Germain,FRA 1
Kroos,Inform,89,96.57,58500.0,Midfielder,CM,Germany,Real Madrid,ESP 1
Son,UCLTOTT,89,11.95,128643.0,Midfielder,LM,Korea Republic,Tottenham Hotspur,ENG 1
Sterling,UCLTOTT,89,24.46,73000.0,Forward,LW,England,Manchester City,ENG 1
Mertens,UCLTOTT,89,9.82,54000.0,Forward,CF,Belgium,Napoli,ITA 1
Navas,Inform,89,59.74,35544.0,Goalkeeper,GK,Costa Rica,Paris Saint-Germain,FRA 1
David Silva,TOTYNominee,89,149.57,43000.0,Midfielder,CAM,Spain,Manchester City,ENG 1
Reus,Inform,89,12.45,51353.0,Forward,CF,Germany,Borussia Dortmund,GER 1
Eriksen,TOTYNominee,89,63.75,50125.0,Midfielder,CAM,Denmark,Tottenham Hotspur,ENG 1
Reus,TOTYNominee,89,25.99,70875.0,Midfielder,CAM,Germany,Borussia Dortmund,GER 1
Alex Telles,Headliner,89,33.6,79313.0,Defender,LB,Brazil,FC Porto,POR 1
Walker,Headliner,89,26.55,100375.0,Defender,RB,England,Manchester City,ENG 1
Varane,Headliner,89,21.42,173750.0,Defender,CB,France,Real Madrid,ESP 1
Koulibaly,ChampionsLeagueRare,89,62.66,24438.0,Defender,CB,Senegal,Napoli,ITA 1
Kane,Non-Inform,89,63.6,33233.0,Forward,ST,England,Tottenham Hotspur,ENG 1
Ballack,Icon,89,16.78,169786.0,Midfielder,CM,Germany,Icons,ICO
Lineker,Icon,89,14.24,101273.0,Forward,ST,England,Icons,ICO
Shearer,Icon,89,20.42,105389.0,Forward,ST,England,Icons,ICO
Trezeguet,Icon,89,17.0,92444.0,Forward,ST,France,Icons,ICO
van Basten,Icon,89,25.43,159017.0,Forward,ST,Netherlands,Icons,ICO
Klose,Icon,89,22.4,110364.0,Forward,ST,Germany,Icons,ICO
Alisson,Non-Inform,89,40.95,24725.0,Goalkeeper,GK,Brazil,Liverpool,ENG 1
Koulibaly,Non-Inform,89,8.04,4100.0,Defender,CB,Senegal,Napoli,ITA 1
Kanté,Non-Inform,89,10.35,32250.0,Midfielder,CDM,France,Chelsea,ENG 1
Coutinho,OnesToWatch,89,25.01,52031.0,Forward,LW,Brazil,Bayern München,GER 1
Neuer,Inform,89,33.69,56258.0,Goalkeeper,GK,Germany,Bayern München,GER 1
Mané,Inform,89,13.8,109889.0,Forward,ST,Senegal,Liverpool,ENG 1
Dybala,Inform,89,14.37,54382.0,Forward,ST,Argentina,Piemonte Calcio,ITA 1
Kane,ChampionsLeagueRare,89,21.28,41500.0,Forward,ST,England,Tottenham Hotspur,ENG 1
Sergio Ramos,ChampionsLeagueRare,89,20.39,43333.0,Defender,CB,Spain,Real Madrid,ESP 1
Domínguez,FutureStars,89,12.35,46917.0,Midfielder,CM,Argentina,Bologna,ITA 1
Lloris,Inform,89,83.63,82435.0,Goalkeeper,GK,France,Tottenham Hotspur,ENG 1
Hudson-Odoi,FutureStars,89,9.97,72100.0,Midfielder,LM,England,Chelsea,ENG 1
Kimmich,MOTM,89,171.11,70667.0,Midfielder,CDM,Germany,Bayern München,GER 1
