Name,Rating,Position,General Position,Skills,Weakfoot,Age,Height(cm),Weight(kg),Workrate,Foot,Card Type,Nation,Club,League,Total Stats,Average Price,Median Price,Current Price,PAC,Acceleration,Sprint Speed,SHO,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,PAS,Vision,Crossing,FK.Acc.,Short Pass,Long Pass,Curve,DRI,Agility,Balance,Reactions,Ball Control,Dribbling,Composure,DEF,Interceptions,Heading Acc.,Def. Awareness,Stand Tackle,Slide Tackle,PHY,Jumping,Stamina,Strength,Aggression
Messi,96,RW,Forward,4,4,32,170,72,MED/LOW,Left,LaLigaPOTM,Argentina,FC Barcelona,ESP 1,2350,,,,90,94.0,86.0,94,96.0,97.0,87.0,96.0,89.0,76.0,94,96.0,89.0,96.0,94.0,94.0,95.0,98,94.0,96.0,96.0,98.0,99.0,98.0,41,42.0,73.0,34.0,38.0,27.0,69,71.0,78.0,71.0,50.0
Immobile,96,ST,Forward,3,4,29,185,85,HIGH/MED,Right,TOTSSF,Italy,Lazio,ITA 1,2399,108597.34,99333.0,108800.0,93,88.0,96.0,98,99.0,99.0,99.0,92.0,98.0,89.0,80,82.0,69.0,64.0,93.0,62.0,88.0,95,87.0,73.0,99.0,97.0,97.0,95.0,48,49.0,99.0,41.0,40.0,39.0,91,92.0,94.0,87.0,92.0
Ziyech,96,CAM,Midfielder,5,4,26,181,65,HIGH/MED,Left,SeasonReward,Morocco,Chelsea,ENG 1,2522,,,,93,96.0,89.0,94,99.0,91.0,99.0,96.0,92.0,83.0,98,99.0,95.0,88.0,98.0,99.0,99.0,97,99.0,91.0,98.0,97.0,97.0,89.0,66,68.0,69.0,58.0,73.0,52.0,83,46.0,99.0,72.0,91.0
Son,95,LM,Midfielder,4,5,27,183,78,HIGH/HIGH,Right,TOTSSF,Korea Republic,Tottenham Hotspur,ENG 1,2441,716042.41,479684.0,400300.0,96,93.0,97.0,95,97.0,95.0,97.0,99.0,89.0,78.0,94,95.0,95.0,82.0,97.0,82.0,99.0,96,94.0,83.0,98.0,96.0,97.0,96.0,51,47.0,78.0,58.0,41.0,40.0,81,75.0,99.0,73.0,71.0
Arp,95,ST,Forward,4,4,19,184,78,HIGH/MED,Right,ChampionsLeagueShowdown,Germany,Bayern München,GER 1,2388,,,,97,99.0,95.0,94,99.0,98.0,95.0,85.0,95.0,80.0,86,99.0,80.0,66.0,93.0,59.0,77.0,98,99.0,99.0,99.0,98.0,95.0,84.0,50,36.0,99.0,40.0,38.0,45.0,88,99.0,89.0,99.0,49.0
Greenwood,95,CF,Forward,3,5,17,187,65,MED/MED,Left,EuropaLeagueLive,England,Manchester United,ENG 1,2507,,,,95,95.0,95.0,95,97.0,96.0,96.0,93.0,87.0,83.0,89,90.0,78.0,94.0,93.0,89.0,93.0,96,99.0,90.0,91.0,93.0,96.0,96.0,62,58.0,99.0,51.0,62.0,51.0,87,92.0,95.0,91.0,64.0
Lewandowski,95,ST,Forward,4,4,31,184,80,HIGH/MED,Right,MOTM,Poland,Bayern München,GER 1,2405,137735.59,135077.0,134545.0,87,87.0,87.0,96,99.0,97.0,96.0,92.0,97.0,94.0,84,87.0,70.0,96.0,93.0,73.0,87.0,92,84.0,88.0,97.0,95.0,92.0,93.0,47,44.0,97.0,38.0,48.0,21.0,89,91.0,84.0,91.0,87.0
Bernat,95,LB,Defender,4,3,26,170,67,HIGH/MED,Left,ChampionsLeagueShowdown,Spain,Paris Saint-Germain,FRA 1,2577,,,,96,98.0,93.0,75,97.0,73.0,76.0,76.0,72.0,65.0,93,93.0,97.0,60.0,97.0,87.0,93.0,96,97.0,99.0,93.0,97.0,94.0,89.0,94,99.0,67.0,92.0,99.0,99.0,92,99.0,99.0,79.0,98.0
Müller,95,CM,Midfielder,3,4,30,186,75,HIGH/HIGH,Right,TOTSSF,Germany,Bayern München,GER 1,2528,160801.5,125785.5,133286.0,91,87.0,94.0,95,99.0,99.0,89.0,91.0,96.0,68.0,91,97.0,91.0,67.0,93.0,82.0,93.0,94,89.0,85.0,99.0,98.0,90.0,99.0,78,82.0,99.0,62.0,80.0,65.0,82,88.0,99.0,77.0,70.0
Mahrez,95,RW,Forward,5,4,28,179,67,MED/MED,Left,TOTSSF,Algeria,Manchester City,ENG 1,2425,390211.67,279692.5,153500.0,95,98.0,92.0,94,95.0,92.0,95.0,96.0,91.0,84.0,95,97.0,97.0,93.0,93.0,90.0,99.0,97,99.0,94.0,83.0,98.0,98.0,91.0,50,51.0,63.0,59.0,40.0,28.0,77,78.0,99.0,70.0,62.0
Arthur,95,CM,Midfielder,4,4,23,171,73,MED/MED,Right,SBCSpecial,Brazil,Piemonte Calcio,ITA 1,2590,,,,87,89.0,84.0,91,96.0,88.0,94.0,93.0,80.0,88.0,96,99.0,82.0,71.0,99.0,97.0,87.0,97,89.0,99.0,93.0,99.0,97.0,91.0,88,90.0,69.0,91.0,91.0,84.0,87,84.0,90.0,83.0,93.0
ter Stegen,95,GK,Goalkeeper,1,4,27,187,85,MED/MED,Right,TOTSSF,Germany,FC Barcelona,ESP 1,0,148214.3,173500.0,105333.0,96,,,93,,,,,,,94,,,,,,,97,,,,,,,48,,,,,,95,,,,
Alexander-Arnold,95,RB,Defender,3,4,20,180,69,HIGH/MED,Right,TOTSSF,England,Liverpool,ENG 1,2603,219947.81,184857.0,211000.0,92,90.0,93.0,85,99.0,76.0,99.0,86.0,68.0,75.0,96,91.0,99.0,93.0,94.0,96.0,96.0,92,87.0,87.0,96.0,96.0,89.0,88.0,93,94.0,81.0,90.0,98.0,94.0,87,82.0,99.0,77.0,90.0
De Bruyne,95,CM,Midfielder,4,5,28,181,70,HIGH/HIGH,Right,TOTWMoments,Belgium,Manchester City,ENG 1,2452,434819.5,313000.0,313000.0,82,83.0,82.0,93,95.0,88.0,98.0,97.0,88.0,85.0,96,98.0,97.0,86.0,96.0,94.0,88.0,92,82.0,80.0,96.0,96.0,90.0,96.0,66,66.0,59.0,73.0,62.0,55.0,84,67.0,95.0,79.0,81.0
Neymar Jr,95,CAM,Midfielder,5,5,27,175,68,HIGH/MED,Right,Headliner,Brazil,Paris Saint-Germain,FRA 1,2309,3190337.41,3522500.0,1817222.0,94,97.0,91.0,90,92.0,92.0,84.0,88.0,92.0,95.0,93,96.0,93.0,93.0,93.0,86.0,94.0,98,99.0,86.0,94.0,98.0,99.0,96.0,35,39.0,67.0,29.0,28.0,31.0,62,65.0,86.0,52.0,54.0
Vardy,95,ST,Forward,3,4,32,179,74,HIGH/HIGH,Right,TOTSSF,England,Leicester City,ENG 1,2545,339748.47,259397.5,168556.0,97,95.0,97.0,96,99.0,99.0,99.0,75.0,96.0,98.0,87,96.0,91.0,76.0,89.0,64.0,87.0,94,90.0,94.0,99.0,92.0,92.0,99.0,68,60.0,96.0,69.0,61.0,65.0,90,93.0,94.0,81.0,99.0
Alaba,95,CB,Defender,3,4,27,180,78,MED/MED,Left,ChampionsLeagueShowdown,Austria,Bayern München,GER 1,2634,,,,93,88.0,96.0,82,85.0,70.0,95.0,89.0,76.0,88.0,94,89.0,95.0,98.0,95.0,91.0,90.0,92,89.0,89.0,96.0,94.0,90.0,92.0,95,97.0,87.0,95.0,95.0,95.0,92,99.0,99.0,89.0,83.0
Maldini,95,CB,Defender,2,4,51,186,83,MED/HIGH,Right,IconMoment,Italy,Icons,ICO,2222,4864965.33,3974521.0,6945288.0,88,86.0,88.0,60,42.0,61.0,77.0,42.0,69.0,57.0,77,70.0,77.0,32.0,90.0,87.0,42.0,70,66.0,70.0,96.0,76.0,65.0,96.0,99,99.0,95.0,99.0,99.0,99.0,85,85.0,88.0,86.0,83.0
Cristiano Ronaldo,95,RW,Forward,5,4,34,187,83,HIGH/MED,Left,Shapeshifter,Portugal,Piemonte Calcio,ITA 1,2337,1404711.14,1400607.0,953500.0,94,92.0,95.0,94,96.0,95.0,96.0,94.0,87.0,85.0,85,85.0,87.0,78.0,86.0,79.0,83.0,91,88.0,72.0,98.0,94.0,91.0,97.0,39,32.0,99.0,31.0,35.0,26.0,82,99.0,89.0,82.0,66.0
Henry,95,ST,Forward,4,4,42,188,83,HIGH/MED,Right,IconMoment,France,Icons,ICO,2428,2654567.71,1770500.0,1705600.0,96,96.0,96.0,95,97.0,98.0,90.0,91.0,91.0,87.0,86,90.0,87.0,88.0,90.0,77.0,95.0,96,93.0,72.0,96.0,97.0,97.0,98.0,54,56.0,85.0,49.0,52.0,47.0,82,72.0,90.0,84.0,67.0
Paulinho,95,CM,Midfielder,4,4,31,183,80,HIGH/HIGH,Right,TOTSSF,Brazil,Guangzhou Evergrande Taobao,CHN 1,2581,300594.05,148930.5,171400.0,85,87.0,83.0,94,97.0,94.0,96.0,92.0,87.0,82.0,89,91.0,73.0,83.0,95.0,92.0,76.0,92,80.0,82.0,94.0,96.0,92.0,93.0,87,89.0,94.0,83.0,88.0,83.0,95,99.0,99.0,91.0,90.0
Garrincha,95,RW,Forward,5,4,85,169,72,HIGH/LOW,Right,IconMoment,Brazil,Icons,ICO,2374,2550218.39,2054241.5,2658593.0,92,94.0,91.0,90,95.0,91.0,86.0,88.0,90.0,86.0,96,96.0,97.0,91.0,96.0,95.0,92.0,97,94.0,90.0,96.0,98.0,99.0,92.0,42,45.0,69.0,37.0,39.0,36.0,73,72.0,89.0,70.0,60.0
Ronaldinho,95,CAM,Midfielder,5,4,39,180,78,HIGH/LOW,Right,IconMoment,Brazil,Icons,ICO,2407,9586628.18,8549101.5,11424242.0,95,97.0,93.0,93,93.0,95.0,88.0,91.0,88.0,90.0,94,96.0,95.0,94.0,94.0,88.0,94.0,98,96.0,93.0,94.0,96.0,99.0,97.0,38,28.0,56.0,39.0,44.0,33.0,83,88.0,87.0,85.0,76.0
Yashin,95,GK,Goalkeeper,1,3,89,189,82,MED/MED,Right,IconMoment,Russia,Icons,ICO,0,723799.9,667361.0,767125.0,98,,,91,,,,,,,76,,,,,,,99,,,,,,,66,,,,,,99,,,,
Hazard,95,LW,Forward,4,4,28,175,74,HIGH/MED,Right,PlayerMoments,Belgium,Real Madrid,ESP 1,2332,,,,94,97.0,90.0,92,96.0,93.0,90.0,88.0,92.0,97.0,92,95.0,86.0,84.0,95.0,88.0,88.0,97,98.0,97.0,92.0,97.0,98.0,93.0,39,45.0,67.0,37.0,30.0,24.0,71,60.0,90.0,67.0,58.0
Alexander-Arnold,95,RB,Defender,3,4,20,180,69,HIGH/MED,Right,TOTY,England,Liverpool,ENG 1,2603,588521.84,348462.0,240500.0,92,90.0,93.0,85,99.0,76.0,99.0,86.0,68.0,75.0,97,92.0,99.0,94.0,95.0,97.0,97.0,92,87.0,87.0,96.0,96.0,89.0,88.0,92,93.0,80.0,89.0,97.0,93.0,87,82.0,99.0,77.0,90.0
Werner,95,ST,Forward,4,4,23,180,75,HIGH/MED,Right,SBCSpecial,Germany,Chelsea,ENG 1,2380,,,,99,99.0,99.0,96,99.0,99.0,93.0,82.0,99.0,85.0,86,78.0,88.0,71.0,98.0,70.0,80.0,94,92.0,87.0,98.0,96.0,95.0,84.0,45,47.0,99.0,50.0,25.0,24.0,85,87.0,99.0,80.0,77.0
Rodrigo,95,ST,Forward,4,4,28,182,77,HIGH/MED,Left,SBCSpecial,Spain,Leeds United,ENG 2,2489,,,,98,95.0,99.0,95,98.0,95.0,98.0,90.0,91.0,91.0,90,93.0,87.0,81.0,97.0,70.0,99.0,94,94.0,85.0,95.0,95.0,95.0,92.0,56,39.0,99.0,56.0,52.0,50.0,88,96.0,93.0,89.0,75.0
Foden,95,CAM,Midfielder,4,4,19,171,69,HIGH/MED,Left,SummerHeatShowdownWinner,England,Manchester City,ENG 1,2449,,,,93,96.0,90.0,90,97.0,92.0,98.0,85.0,67.0,67.0,95,97.0,87.0,73.0,99.0,95.0,87.0,95,99.0,99.0,82.0,95.0,92.0,93.0,70,73.0,59.0,71.0,73.0,59.0,80,71.0,99.0,64.0,90.0
Szczęsny,95,GK,Goalkeeper,1,3,29,195,90,MED/MED,Right,TOTSSF,Poland,Piemonte Calcio,ITA 1,0,80682.69,79429.0,79429.0,96,,,92,,,,,,,84,,,,,,,98,,,,,,,58,,,,,,96,,,,
de Jong,95,ST,Forward,3,5,29,188,86,MED/HIGH,Right,AwardWinner,Netherlands,Sevilla FC,ESP 1,2456,,,,92,88.0,95.0,95,99.0,98.0,99.0,82.0,99.0,80.0,88,85.0,81.0,85.0,96.0,81.0,78.0,95,78.0,81.0,99.0,99.0,89.0,99.0,60,47.0,99.0,68.0,50.0,43.0,93,96.0,99.0,99.0,64.0
Haaland,95,ST,Forward,3,4,19,194,87,HIGH/MED,Left,TOTSSF,Norway,Borussia Dortmund,GER 1,2469,374339.18,236707.0,230667.0,97,94.0,99.0,97,99.0,99.0,99.0,85.0,97.0,99.0,89,92.0,74.0,82.0,99.0,53.0,99.0,94,86.0,84.0,94.0,96.0,94.0,99.0,54,54.0,95.0,58.0,47.0,23.0,97,84.0,88.0,99.0,98.0
Lukaku,95,ST,Forward,3,4,26,190,94,MED/MED,Left,TOTSSF,Belgium,Inter,ITA 1,2373,,,,94,80.0,99.0,96,99.0,98.0,99.0,86.0,90.0,91.0,88,88.0,86.0,79.0,90.0,85.0,94.0,94,71.0,60.0,99.0,91.0,99.0,99.0,44,33.0,99.0,37.0,37.0,37.0,97,81.0,86.0,99.0,81.0
de Vrij,95,CB,Defender,2,4,27,189,78,MED/HIGH,Right,TOTSSF,Netherlands,Inter,ITA 1,2219,88451.11,88500.0,84625.0,84,82.0,84.0,52,40.0,31.0,82.0,76.0,34.0,52.0,78,80.0,61.0,20.0,91.0,89.0,56.0,83,75.0,72.0,98.0,86.0,80.0,99.0,97,95.0,90.0,99.0,98.0,94.0,90,92.0,75.0,94.0,94.0
Reus,95,CAM,Midfielder,4,4,30,180,71,HIGH/MED,Right,TOTSSF,Germany,Borussia Dortmund,GER 1,2458,480823.88,312604.0,298200.0,94,94.0,94.0,95,96.0,93.0,95.0,93.0,97.0,97.0,94,96.0,91.0,96.0,96.0,86.0,99.0,93,91.0,89.0,93.0,94.0,93.0,90.0,52,55.0,56.0,56.0,42.0,52.0,81,87.0,93.0,82.0,62.0
Promes,95,LM,Midfielder,5,4,27,174,72,HIGH/MED,Right,TOTSSF,Netherlands,Ajax,NED 1,2471,223971.61,113775.0,111667.0,98,96.0,98.0,95,92.0,96.0,98.0,95.0,82.0,88.0,93,96.0,94.0,89.0,93.0,85.0,88.0,96,99.0,91.0,93.0,94.0,98.0,91.0,50,46.0,75.0,48.0,47.0,45.0,84,99.0,99.0,75.0,81.0
Tévez,95,ST,Forward,4,4,35,171,77,HIGH/LOW,Right,TOTSSF,Argentina,Buenos Aires,ARG 1,2521,146967.04,100368.0,105000.0,94,98.0,91.0,95,96.0,96.0,99.0,88.0,91.0,88.0,91,92.0,87.0,83.0,97.0,83.0,91.0,96,93.0,97.0,91.0,96.0,96.0,99.0,62,53.0,74.0,52.0,70.0,68.0,98,70.0,84.0,99.0,99.0
Verratti,95,CM,Midfielder,4,4,26,165,60,MED/HIGH,Right,TOTSSF,Italy,Paris Saint-Germain,FRA 1,2550,80530.98,81511.5,86125.0,81,85.0,76.0,80,94.0,80.0,74.0,77.0,85.0,85.0,96,99.0,85.0,73.0,99.0,99.0,84.0,97,98.0,99.0,91.0,95.0,97.0,99.0,92,97.0,64.0,90.0,95.0,96.0,81,78.0,94.0,63.0,99.0
Mertens,95,ST,Forward,4,4,32,169,61,HIGH/LOW,Right,Flashback,Belgium,Napoli,ITA 1,2384,,,,96,99.0,90.0,95,99.0,98.0,91.0,92.0,80.0,90.0,93,96.0,91.0,91.0,95.0,86.0,95.0,98,99.0,99.0,95.0,96.0,99.0,88.0,45,46.0,51.0,32.0,51.0,51.0,66,73.0,90.0,48.0,73.0
Oršić,95,LM,Midfielder,3,4,26,179,69,HIGH/HIGH,Right,TOTSSF,Croatia,Dinamo Zagreb,CRO 1,2549,97388.58,88389.0,96000.0,99,97.0,99.0,96,90.0,93.0,99.0,99.0,85.0,85.0,93,87.0,97.0,99.0,90.0,91.0,99.0,95,99.0,99.0,88.0,89.0,93.0,89.0,73,81.0,59.0,74.0,73.0,68.0,84,75.0,99.0,79.0,74.0
Thiago Silva,95,CB,Defender,2,3,34,183,82,MED/HIGH,Right,TOTSSF,Brazil,Paris Saint-Germain,FRA 1,2406,83808.89,86136.0,64000.0,79,76.0,81.0,62,67.0,45.0,81.0,74.0,70.0,68.0,85,82.0,70.0,72.0,94.0,94.0,73.0,85,78.0,78.0,95.0,93.0,78.0,99.0,96,99.0,89.0,97.0,97.0,93.0,91,99.0,82.0,94.0,88.0
Ibrahimović,95,ST,Forward,5,4,37,195,95,MED/LOW,Right,SummerHeat,Sweden,Milan,ITA 1,2413,,,,94,95.0,92.0,97,99.0,94.0,99.0,97.0,97.0,98.0,90,98.0,81.0,91.0,90.0,85.0,93.0,94,86.0,47.0,98.0,99.0,92.0,99.0,41,24.0,99.0,33.0,44.0,28.0,97,84.0,73.0,99.0,99.0
Pogba,95,CM,Midfielder,5,4,26,191,84,HIGH/MED,Right,SummerHeat,France,Manchester United,ENG 1,2609,,,,88,79.0,93.0,93,95.0,86.0,99.0,94.0,96.0,95.0,95,97.0,88.0,90.0,95.0,99.0,93.0,95,83.0,73.0,91.0,99.0,97.0,97.0,81,78.0,92.0,77.0,82.0,79.0,93,88.0,94.0,96.0,84.0
Diaby,95,LM,Midfielder,4,4,20,170,65,HIGH/MED,Left,SummerHeatShowdownWinner,France,Bayer 04 Leverkusen,GER 1,2387,,,,99,99.0,99.0,91,99.0,93.0,99.0,74.0,88.0,61.0,93,91.0,90.0,56.0,99.0,91.0,87.0,97,99.0,99.0,78.0,94.0,97.0,90.0,57,62.0,48.0,61.0,52.0,51.0,77,93.0,96.0,66.0,75.0
Danilo,95,RB,Defender,3,4,28,184,78,HIGH/MED,Right,SummerHeatShowdownWinner,Brazil,Piemonte Calcio,ITA 1,2644,,,,96,93.0,97.0,83,85.0,72.0,99.0,87.0,86.0,79.0,92,79.0,96.0,94.0,98.0,85.0,94.0,97,89.0,83.0,99.0,99.0,95.0,90.0,97,99.0,85.0,98.0,98.0,98.0,93,91.0,94.0,91.0,91.0
Vinícius Júnior,95,LW,Forward,5,4,19,176,73,HIGH/MED,Right,SummerHeatShowdownWinner,Brazil,Real Madrid,ESP 1,2400,,,,99,97.0,99.0,94,99.0,91.0,99.0,91.0,94.0,87.0,88,90.0,88.0,76.0,90.0,83.0,95.0,99,99.0,97.0,90.0,96.0,99.0,90.0,41,36.0,70.0,45.0,35.0,25.0,83,98.0,99.0,79.0,63.0
Maradona,95,CAM,Midfielder,5,3,58,165,72,HIGH/MED,Left,Icon,Argentina,Icons,ICO,2357,1581778.19,1694000.0,1456333.0,88,91.0,85.0,91,92.0,94.0,83.0,91.0,86.0,92.0,90,95.0,87.0,93.0,90.0,87.0,94.0,95,89.0,98.0,93.0,95.0,96.0,95.0,42,46.0,67.0,30.0,44.0,39.0,75,80.0,75.0,74.0,76.0
Pele,95,CF,Forward,5,4,78,173,69,HIGH/MED,Right,Icon,Brazil,Icons,ICO,2452,3366315.03,3683333.0,2272273.0,96,95.0,96.0,93,94.0,95.0,90.0,91.0,93.0,91.0,90,93.0,88.0,88.0,91.0,87.0,85.0,95,96.0,95.0,95.0,95.0,94.0,95.0,56,64.0,89.0,51.0,49.0,45.0,75,89.0,87.0,74.0,57.0
Messi,95,RW,Forward,4,4,32,170,72,MED/LOW,Left,Inform,Argentina,FC Barcelona,ESP 1,2320,978976.37,991444.0,492178.0,89,93.0,85.0,93,95.0,96.0,86.0,95.0,88.0,75.0,93,95.0,88.0,95.0,93.0,93.0,94.0,97,93.0,95.0,95.0,97.0,98.0,97.0,40,41.0,71.0,33.0,37.0,26.0,68,70.0,77.0,70.0,49.0
Goretzka,95,CM,Midfielder,3,4,24,189,79,HIGH/MED,Right,ChampionsLeagueLive,Germany,Bayern München,GER 1,2647,435076.96,402500.0,391000.0,94,97.0,90.0,93,95.0,91.0,95.0,99.0,82.0,72.0,93,95.0,87.0,87.0,97.0,91.0,88.0,95,89.0,82.0,98.0,98.0,95.0,93.0,92,96.0,98.0,88.0,90.0,89.0,92,86.0,99.0,87.0,93.0
Coman,95,LM,Midfielder,4,3,23,179,75,MED/LOW,Right,ChampionsLeagueLive,France,Bayern München,GER 1,2435,216849.11,205416.5,167500.0,99,99.0,97.0,96,99.0,96.0,99.0,92.0,97.0,88.0,94,96.0,96.0,85.0,95.0,87.0,99.0,98,99.0,96.0,95.0,99.0,99.0,86.0,42,33.0,75.0,42.0,39.0,30.0,79,96.0,90.0,84.0,47.0
Messi,95,RW,Forward,4,4,32,170,72,MED/LOW,Left,TOTYNominee,Argentina,FC Barcelona,ESP 1,2314,795553.22,801300.0,572929.0,88,92.0,84.0,93,95.0,96.0,86.0,95.0,88.0,75.0,93,95.0,88.0,95.0,93.0,93.0,94.0,97,93.0,95.0,95.0,97.0,98.0,97.0,40,41.0,71.0,33.0,37.0,26.0,67,69.0,76.0,69.0,48.0
Matuidi,95,CDM,Midfielder,3,3,32,180,75,MED/HIGH,Left,Flashback,France,Inter Miami,USA 1,2612,,,,91,93.0,88.0,80,87.0,72.0,94.0,81.0,87.0,67.0,93,90.0,90.0,63.0,99.0,94.0,73.0,95,99.0,96.0,99.0,96.0,92.0,99.0,96,99.0,78.0,98.0,97.0,99.0,95,98.0,99.0,86.0,99.0
Bale,95,ST,Forward,4,4,30,185,82,MED/MED,Left,SeasonReward,Wales,Real Madrid,ESP 1,2579,,,,99,97.0,99.0,97,94.0,93.0,99.0,99.0,94.0,84.0,93,89.0,97.0,98.0,91.0,90.0,99.0,94,90.0,74.0,91.0,96.0,95.0,97.0,70,71.0,99.0,65.0,66.0,62.0,88,99.0,84.0,92.0,75.0
Sánchez,95,ST,Forward,4,4,30,169,62,HIGH/HIGH,Right,SummerHeatShowdownWinner,Chile,Inter,ITA 1,2560,,,,97,99.0,94.0,95,99.0,92.0,99.0,93.0,99.0,90.0,93,95.0,93.0,94.0,91.0,89.0,95.0,99,99.0,99.0,93.0,99.0,99.0,93.0,54,56.0,83.0,46.0,54.0,42.0,93,99.0,90.0,90.0,96.0
Hulk,94,RW,Forward,4,3,33,179,92,HIGH/MED,Left,TOTSSF,Brazil,Shanghai SIPG,CHN 1,2474,112973.68,95000.0,94286.0,92,93.0,90.0,97,93.0,92.0,99.0,99.0,83.0,89.0,92,90.0,90.0,98.0,94.0,87.0,94.0,94,83.0,68.0,96.0,92.0,99.0,88.0,60,61.0,88.0,63.0,52.0,35.0,95,78.0,90.0,99.0,91.0
Kane,94,ST,Forward,3,4,26,188,89,HIGH/HIGH,Right,Inform,England,Tottenham Hotspur,ENG 1,2398,89701.51,91455.5,89021.0,82,79.0,84.0,97,99.0,99.0,95.0,91.0,90.0,95.0,88,90.0,83.0,75.0,90.0,92.0,86.0,88,77.0,79.0,98.0,91.0,86.0,98.0,52,38.0,95.0,61.0,39.0,42.0,88,83.0,92.0,89.0,82.0
João Félix,94,CF,Forward,5,4,19,181,70,HIGH/MED,Right,ChampionsLeagueLive,Portugal,Atlético de Madrid,ESP 1,2455,,,,95,91.0,98.0,94,98.0,92.0,96.0,94.0,92.0,79.0,88,91.0,86.0,68.0,90.0,79.0,96.0,95,97.0,93.0,97.0,93.0,96.0,96.0,54,51.0,93.0,40.0,56.0,47.0,84,94.0,94.0,76.0,82.0
Dybala,94,ST,Forward,4,4,25,177,75,MED/MED,Left,TOTSSF,Argentina,Piemonte Calcio,ITA 1,2468,307745.28,186000.0,169100.0,93,96.0,90.0,93,90.0,90.0,90.0,97.0,99.0,97.0,95,98.0,92.0,99.0,98.0,84.0,99.0,98,99.0,92.0,91.0,99.0,98.0,91.0,51,49.0,75.0,37.0,56.0,47.0,77,90.0,95.0,73.0,57.0
Ronaldo,94,ST,Forward,5,5,42,183,82,MED/LOW,Right,Icon,Brazil,Icons,ICO,2321,6567368.14,6554000.0,5500000.0,93,94.0,93.0,93,96.0,96.0,91.0,89.0,90.0,90.0,80,84.0,72.0,90.0,84.0,72.0,84.0,93,87.0,81.0,94.0,94.0,95.0,91.0,46,43.0,81.0,39.0,46.0,38.0,80,81.0,79.0,89.0,58.0
Kaka,94,CAM,Midfielder,5,4,37,186,78,HIGH/MED,Right,IconMoment,Brazil,Icons,ICO,2363,2469422.86,1955727.0,1532500.0,95,96.0,95.0,94,91.0,95.0,96.0,89.0,89.0,89.0,91,94.0,88.0,83.0,92.0,85.0,95.0,95,90.0,88.0,92.0,95.0,96.0,99.0,46,49.0,66.0,45.0,40.0,38.0,77,57.0,88.0,80.0,63.0
Best,94,LW,Forward,4,4,73,175,65,HIGH/MED,Right,IconMoment,Northern Ireland,Icons,ICO,2454,2851314.94,2203267.0,2338462.0,96,98.0,94.0,95,96.0,99.0,90.0,93.0,90.0,90.0,85,87.0,90.0,78.0,86.0,81.0,83.0,98,96.0,94.0,93.0,98.0,99.0,98.0,59,64.0,91.0,53.0,54.0,51.0,73,84.0,90.0,70.0,64.0
Giggs,94,LM,Midfielder,3,2,45,179,71,HIGH/MED,Left,IconMoment,Wales,Icons,ICO,2301,406671.12,300953.5,377667.0,94,94.0,94.0,86,92.0,90.0,81.0,80.0,87.0,89.0,91,87.0,95.0,85.0,92.0,89.0,92.0,93,85.0,83.0,85.0,94.0,96.0,90.0,45,55.0,58.0,41.0,45.0,48.0,68,63.0,90.0,62.0,59.0
Matthaus,94,CM,Midfielder,3,4,58,174,75,HIGH/HIGH,Right,IconMoment,Germany,Icons,ICO,2608,2269365.37,1805068.5,2044818.0,91,95.0,86.0,92,91.0,84.0,99.0,98.0,99.0,96.0,92,93.0,86.0,92.0,94.0,95.0,83.0,84,79.0,83.0,93.0,91.0,79.0,93.0,92,94.0,80.0,90.0,95.0,93.0,87,77.0,94.0,80.0,96.0
Baresi,94,CB,Defender,2,3,59,176,70,MED/HIGH,Right,IconMoment,Italy,Icons,ICO,2203,469051.56,359106.5,452857.0,74,68.0,78.0,50,42.0,46.0,55.0,51.0,52.0,63.0,78,75.0,67.0,46.0,90.0,89.0,59.0,75,80.0,81.0,97.0,89.0,59.0,94.0,97,97.0,92.0,97.0,97.0,98.0,84,86.0,89.0,83.0,83.0
Handanovič,94,GK,Goalkeeper,1,2,35,193,92,MED/MED,Right,TOTSSF,Slovenia,Inter,ITA 1,0,72557.56,72714.0,80111.0,95,,,92,,,,,,,77,,,,,,,97,,,,,,,60,,,,,,97,,,,
Del Piero,94,CAM,Midfielder,4,5,44,174,74,HIGH/MED,Right,IconMoment,Italy,Icons,ICO,2335,1361630.28,965803.0,685000.0,86,87.0,86.0,96,94.0,98.0,91.0,96.0,89.0,94.0,92,95.0,90.0,97.0,92.0,83.0,96.0,94,87.0,69.0,89.0,97.0,96.0,95.0,46,41.0,76.0,38.0,48.0,40.0,70,59.0,85.0,66.0,61.0
Milinković-Savić,94,CM,Midfielder,4,4,24,191,76,HIGH/MED,Right,TOTSSF,Serbia,Lazio,ITA 1,2567,134753.25,113000.0,94875.0,83,81.0,83.0,91,91.0,92.0,95.0,92.0,85.0,64.0,91,96.0,72.0,85.0,96.0,96.0,88.0,95,75.0,68.0,92.0,99.0,99.0,95.0,89,90.0,99.0,86.0,89.0,83.0,96,97.0,97.0,99.0,83.0
Alex Telles,94,LB,Defender,3,2,26,181,71,HIGH/HIGH,Left,TOTSSF,Brazil,FC Porto,POR 1,2617,257137.67,170000.0,176000.0,96,94.0,96.0,82,86.0,74.0,91.0,86.0,76.0,92.0,95,85.0,99.0,89.0,95.0,98.0,98.0,93,83.0,80.0,95.0,95.0,94.0,91.0,94,94.0,86.0,94.0,95.0,92.0,88,92.0,99.0,78.0,90.0
